column0,column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12
UMNO’s 71st Anniversary “Superlative Achievement” – Turning  Malaysia into  a global kleptocracy!,20170511,2 Comments,"{Bigjoe}{11 May 2017}{10:03 pm} Prof. Khoo says UMNO has never changed – fact is Malay and Islamisation has always been it’s top priority. But fact of the matter, UMNO started on its Ketuanan and Malay Agenda ideology with two different interpretation. Tunku had a liberal interpretation which followed universal principles and strong governance but the ultras idea was simplistic brute hegemony.","{Bigjoe}{12 May 2017}{6:09 am} What UMNO is today is largely the making of the ultras, the main leader is Mahathir who is now against it.",,,,,,,,
Isn’t Malaysia’s new-found infamy as “global kleptocracy” and MACC’s drive  for  corruption to be declared as country’s number one enemy a blatant contradiction in terms?,20170510,3 Comments,"{SuperStringhg}{10 May 2017}{11:10 pm} What so important to have a less corrupt society? The answer must be for the betterment of the people since the country resources are efficiently used to improve hospital, roads, transport, infrastructure, etc. Many African countries are corrupted, so even they have rich resources but the ordinary people never enjoy it. Malaysia is moving along this slippery slope while many people still sleeping.",{Bigjoe}{11 May 2017}{3:53 am} Hypocrisy is UMNO’s main bread and butter tool of politics.,{Bigjoe}{11 May 2017}{3:54 am} and sociopaths.,,,,,,,
"Bandar Malaysia fallout: Two relieved of duties, say reports",20170510,2 Comments,{Bigjoe}{10 May 2017}{9:50 am} The real question is why abort the deal BEFORE another deal is in place if there are other interested party?  More curious is why did Arul announced that a new deal would be announced soon only to find out he has been fired?,"{SuperStringhg}{10 May 2017}{12:10 pm} Another symptom of extreme bad management shown by Najib’s government. Imagine on Tuesday Arul is preparing Najib’s visit on Wednesday but this was cancelled Wednesday because TRX City Sdn Bhd accused IWH and CREC consortium cannot pay up despite 12 extensions being granted. So, it just sound like A big shot woke up on Wed morning and discovered Consortium yet to pay up so called off deal! I have no other explanation to explain this bizarre behaviour.",,,,,,,,
10 Male Muslim Scholars Who Resist Islamic Punishments,20170509,2 Comments,{Bigjoe}{9 May 2017}{11:38 am} All the scholarly argument means very little to a population fed on excuses for decades under (over)entitlement of race and religion.,"{good coolie}{9 May 2017}{8:58 pm} The views that you express here, sir, were once pervasively taken for granted as true in Malaysia by Muslims as well as Non-Muslims. Nowadays, progressive views such as those you put forward cannot be taken for granted: they have to be defended at every level of scholarship and in a respectful but fearless manner.",,,,,,,,
Najib’s upbeat take on 1MDB called into question,20170508,1 Comment,{Bigjoe}{8 May 2017}{9:36 pm} There is now a spin Najib decided to end it with IWH-CREC. Supposedly they have investors lining up BUT Arul Kanda no longer handling TRX. The message coming out appear there is at least some chaos going on up there.,,,,,,,,,
How many Malaysians will believe that I want to be Prime Minister of Malaysia so as to  appoint Guan Eng as Deputy Prime Minister?,20170508,3 Comments,"{Bigjoe}{8 May 2017}{9:23 am} The answer to the question is simple – not many BUT its still too many..The problem really is the lie is perpetuated by Hadi’s PAS too. The issue is myth-making – an UMNO tool that now Hadi’s PAS is in it too. Even if Rafizi’s Invoke survey is accurate and only 15% of voters now support PAS, together with UMNO, its way too many in a diverse multi-agenda nation like ours.","{Sallang}{8 May 2017}{3:01 pm} YB Lim, its now or never, to announce the shadow cabinet, if PH wins in the GE14. Maybe names need not be annouce, but how many from which Party, yes, and PM must be a Malay.
Let the voters get a feel of what to expect, the new cabinet will be. Maybe the numbers can be reduced.
From now on, we only want to read or hear, tangible promises, like prices will go down , gradually, but definitely.
To address all the small small things that are affecting the lives of the common rakyat, from taking a driving license to getting a business license.
To promise to do away with uneccessary red tape, which gave opportunity for corruption.
1MDB is too complex for the rural folks to comprehend.
Religious Party wants to reach heaven, what kleptocracy?","{good coolie}{9 May 2017}{9:07 pm} Yah appoint him DPM (with you PM), but ask the fellow not to buy  “Jual Murah” banglo. Young people may not know where  Jual Murah in Penang is/was. ",,,,,,,
"Call on  Malaysians, regardless of race, religion and region, to be united as Malaysians in the 14GE to save Malaysia from becoming a kleptocratic and failed state",20170507,2 Comments,"{SuperStringhg}{7 May 2017}{9:18 pm} All those monies lost if used wisely could have made Malaysia a Great Nation among Asean. Presently even Indonesia and Vietnam are doing better. Now, we only hear others called Malaysia as Malusia. Sighhhhh…these are the 60 years of effort? Still got face to celebrate 60  years of Independence? Should Seriously and Thoroughly Reflect because the next 60 years Malaysia will not have that kind of cash to burn!!!","{Bigjoe}{7 May 2017}{9:46 pm} Najib accuses the opposition of cheap talk only when clearly Pakatan has surpassed BN two terms in Penang and Selangor, being undermined by Federal Govt constantly too.",,,,,,,,
"On 60th National Day Celebrations in 2017, Malaysians should  ask why  in the past few years, they feel shy  when overseas to admit they are Malaysians, when they had   never felt  ashamed to do so for 52 years  under the first five Prime Ministers?",20170506,3 Comments,"{Bigjoe}{6 May 2017}{7:55 am} Even Zahid Hamidi finds it so embarrassing, he has to redeclare his loyalty to Najib. The issue is not shame or ridiculous because we are long there. The issue is after, then what? It can only be hate which we already see. To defend themselves they stoke hate. We are near disaster. Must that happen before we act? Then Najib’s prodigality is in fact national and we deserve the shame now.","{SuperStringhg}{6 May 2017}{11:58 am} Yeah, when I talk to overseas Malaysians and ask about either Najib or 1MDB, with a scowl on there face, they will change subject like the weather…hehehhe. After 60 years, Malaysia becomes Malusia?","{Godfather}{6 May 2017}{12:58 pm} Kit:  If you or Dr M or Mat Sabu can explain why the rural Malays are so forgiving of a bunch of thieves, indulging in daylight robbery of billions of public funds, then there might still be hope for change. It can’t be technology, every rural person has a smartphone.  It can’t be lack of publicity – this issue has been raised ad nauseum.  It can only be religion – the fear of Malays losing power that allows rural folks to overlook daylight robbery even in the face of clear evidence.  What can Pakatan do about it ?",,,,,,,
Broken Bandar Malaysia deal raises questions anew over 1MDB debt’s,20170505,2 Comments,{Bigjoe}{5 May 2017}{10:22 am} What is really significant is Zahid Hamidi declaring again his loyalty to Najib confirming Najib is in.trouble again.,"{good coolie}{7 May 2017}{12:12 pm} Mahatir has an old mind-set. Note that he affectionately used the term “chettiar”, proving that he has not forgotten his Indian roots,  and his erstwhile race. Perhaps he wished to describe  credit-card companies who are the real usurious ones these days.",,,,,,,,
Malaysia and Abu Dhabi strike a deal over 1MDB,20170504,2 Comments,"{Bigjoe}{4 May 2017}{7:21 pm} So the question remains who is going to buy the Brazen Sky “units”? If the party is Chinese, who are the only one with the money, and CREC cannot get approval to transfer money on Bandar Malaysia, how is any China party going to get approval for ” units”??","{SuperStringhg}{4 May 2017}{9:16 pm} There is one more issue many observable may have overlooked. In this 1mdb-ipic settlement, 1mdb confirmed the money is coming from the 2.3b fund units (Brazen sky & 1mdb global). According to 1mdb, those units were guarantee (never made public until now) by Aabar pjs. Now, Aabar denies they gave those guarantee. What is really mysterious is, Deloitte signed off 1mdb account on 3/11/14 based on or at least believing that Aabar guarantee those units. Tony Pua asked, “Did Deloitte compromise its independence, professionalism and ethical standards in its 1MDB audit? Why no red flags and a clean bill of health?”
Remember that KPMG refused to sign off the account because of this 2.3b fund units so is Deloitte deceived by some documentation or failure to verify the document properly. There may be a third possibility but only a thorough investigation can know the truth.",,,,,,,,
"Key lesson of Bank Negara forex losses quarter of a century ago – failure  of Ministers, top civil servants,  MPs  and the press to play their role to uphold the principles accountability and good governance",20170504,3 Comments,"{SuperStringhg}{4 May 2017}{9:39 pm} If there is one key lesson learned, it is how best to siphon money from Rakyat not how to govern cleanly for the country. 1MDB is the “masterpiece” of corruption that even earned itself a nice name “Kleptocracy” and It is Najib’s chef-d’oeuvre, and no doubt Malaysians have to pay an awful price for it.”","{good coolie}{4 May 2017}{10:43 pm} Eh? Jadi bolehlah orang menutup bangkai gajah dengan daun nipah! Alamak, matilah peribahasa yang elok itu!",{undertaker888}{5 May 2017}{2:32 pm} The fat guy from Manchester will cook something smelly soon. The fat guy has thrown everything from his kitchen. The kitchen sink is next.,,,,,,,
